symbol,start_date,filing_period,eps_basic,eps_diluted,eps_basic9,eps_diluted9
JPM,2021-04-01,2021-06-30,3.79,3.78,8.30,8.28
JPM,2017-07-02,2017-09-30,1.77,1.76,5.26,5.22
JPM,2022-04-01,2022-06-30,2.77,2.76,5.40,5.39
JPM,2013-12-31,2014-03-31,1.29,1.28,,
JPM,2018-04-01,2018-06-30,2.31,2.29,4.69,4.66
JPM,2017-04-01,2017-06-30,1.83,1.82,3.49,3.47
JPM,2015-04-01,2015-06-30,1.56,1.54,3.02,2.99
JPM,2016-07-02,2016-09-30,1.60,1.58,4.51,4.48
JPM,2024-04-01,2024-06-30,6.13,6.12,10.58,10.56
JPM,2019-04-01,2019-06-30,2.83,2.82,5.48,5.46
JPM,2021-12-31,2022-03-31,2.64,2.63,,
JPM,2020-01-01,2020-03-31,0.79,0.78,,
JPM,2020-12-31,2021-03-31,4.51,4.50,,
JPM,2015-07-02,2015-09-30,1.70,1.68,4.72,4.68
JPM,2018-07-02,2018-09-30,2.35,2.34,7.04,7.00
JPM,2019-07-02,2019-09-30,2.69,2.68,8.17,8.15
JPM,2022-07-02,2022-09-30,3.13,3.12,8.53,8.51
JPM,2016-04-01,2016-06-30,1.56,1.55,2.92,2.89
JPM,2012-12-31,2013-03-31,1.61,1.59,,
JPM,2020-04-01,2020-06-30,1.39,1.38,,
JPM,2014-07-02,2014-09-30,1.37,1.36,4.13,4.10
JPM,2013-04-01,2013-06-30,1.61,1.60,3.22,3.19
JPM,2017-12-31,2018-03-31,2.38,2.37,,
JPM,2016-12-31,2017-03-31,1.66,1.65,,
JPM,2024-01-01,2024-03-31,4.45,4.44,,
JPM,2016-01-01,2016-03-31,1.36,1.35,,
JPM,2013-07-02,2013-09-30,9.3,-0.17,3.08,3.05
